listing_id,city,neighbourhood,latitude,longitude,price,room_type,property_type,minimum_nights,number_of_reviews,review_scores_rating,host_id,high_demand
12831,London,Financial District,43.95039414789616,147.84369320418102,220,Entire home/apt,Townhouse,24,113,68,host_180,1
12832,San Francisco,Financial District,44.73944529786921,-60.54306950973308,389,Entire home/apt,House,22,763,97,host_1994,0
12833,Berlin,Uptown,38.575898087817485,-83.64670507886255,933,Entire home/apt,House,11,572,60,host_260,1
12834,New York,Beachside,41.26735174259054,5.503043886700141,268,Entire home/apt,Bed & Breakfast,25,180,54,host_705,0
12835,Sydney,Downtown,45.154473354500524,18.44347194012684,560,Hotel room,Loft,19,20,97,host_268,0
12836,Paris,Financial District,37.71281294924402,-75.21105174743728,369,Entire home/apt,Condominium,3,357,98,host_1179,0
12837,Tokyo,Old Town,51.9789982773978,-27.827236255133215,598,Entire home/apt,Loft,15,274,68,host_424,1
12838,Berlin,Historic District,39.092910141256674,-43.545279405765626,156,Private room,Condominium,22,82,52,host_1076,0
12839,Berlin,Uptown,43.94347500439599,79.90545891293667,170,Private room,Loft,10,448,70,host_1103,0
12840,Paris,Uptown,43.97487268718423,10.28556385592745,836,Shared room,Apartment,22,859,83,host_222,0
12841,Berlin,Suburb,42.12673411100387,89.75328126867143,171,Private room,House,4,658,56,host_1085,1
12842,New York,Financial District,38.3477822201886,-98.70198560592877,848,Private room,Apartment,27,762,86,host_765,1
12843,New York,Old Town,44.176355302039354,-37.08097553204341,865,Private room,Condominium,27,37,81,host_1153,1
12844,Paris,Financial District,35.63825947630199,-41.96960754286708,727,Entire home/apt,House,13,862,84,host_649,0
12845,Tokyo,Chinatown,40.96467004003961,2.053149280856644,517,Private room,Loft,13,273,78,host_991,1
12846,London,Beachside,38.036539510288065,-13.174307257049051,845,Private room,Townhouse,8,338,80,host_795,1
12847,San Francisco,Historic District,36.23519993144103,-52.21292411879625,289,Entire home/apt,Loft,9,549,76,host_1312,0
12848,London,Historic District,50.658692755860834,100.92117716936804,119,Private room,Condominium,9,292,69,host_940,0
12849,Berlin,Chinatown,46.59897246897892,125.34608107231006,441,Entire home/apt,Bed & Breakfast,10,625,69,host_1795,1
12850,San Francisco,Financial District,37.0389198821404,89.14823640747207,458,Private room,Apartment,20,242,67,host_790,0
12851,Toronto,Suburb,51.08912549079129,68.64037684904446,750,Shared room,Apartment,22,985,55,host_370,1
12852,Paris,Beachside,37.887857946659636,37.95603659585748,262,Entire home/apt,House,29,88,52,host_1891,1
12853,Paris,Chinatown,38.24103874835029,-31.675507288913096,641,Private room,Apartment,9,970,96,host_802,0
12854,Tokyo,Historic District,36.398866759811106,128.58042361729255,870,Shared room,Bed & Breakfast,26,313,77,host_1949,0
12855,San Francisco,Downtown,47.10135643776669,54.373991310051565,389,Entire home/apt,Bed & Breakfast,25,865,96,host_974,0
12856,New York,Historic District,44.27575778742813,120.60438366537758,688,Private room,Condominium,18,572,50,host_982,0
12857,San Francisco,Chinatown,35.048520383467675,0.5465163401420057,366,Private room,Condominium,16,893,100,host_1807,0
12858,Berlin,Financial District,34.45539908946933,-10.673749858220333,293,Entire home/apt,House,17,291,71,host_1696,1
12859,New York,Historic District,43.587870779963154,-102.83366291232619,851,Entire home/apt,Condominium,9,62,76,host_1026,1
12860,Sydney,Beachside,45.72756145460836,-31.2190817168904,637,Hotel room,Townhouse,1,628,89,host_1609,1
12861,Sydney,Downtown,48.8117250972856,-17.891752380672926,477,Entire home/apt,Bed & Breakfast,19,832,86,host_1183,0
12862,Toronto,Suburb,42.60891263479971,11.9089214487106,153,Hotel room,Loft,3,159,51,host_1684,0
12863,Sydney,Historic District,46.17754861766303,6.661134129480928,551,Entire home/apt,Bed & Breakfast,3,514,55,host_666,0
12864,Paris,Suburb,47.2058018972276,128.42838613878166,350,Entire home/apt,Townhouse,7,380,55,host_541,0
12865,San Francisco,Downtown,45.03494847360591,15.51035164967729,445,Private room,Townhouse,2,404,71,host_196,1
12866,Sydney,Beachside,40.339892542613676,108.45605497473883,779,Shared room,Apartment,1,182,88,host_493,0
12867,London,Beachside,36.374118694497575,-88.68526072493319,582,Entire home/apt,Townhouse,28,381,68,host_554,0
12868,Tokyo,Chinatown,45.65569380153103,33.336717014765696,149,Entire home/apt,Bed & Breakfast,22,599,63,host_344,0
12869,London,Historic District,47.836533972623194,23.922024059331363,604,Entire home/apt,Bed & Breakfast,29,594,77,host_492,0
12870,Sydney,Suburb,37.41688813577131,-81.14144898234898,425,Shared room,Bed & Breakfast,15,293,51,host_142,1
12871,Toronto,Suburb,42.90760094346666,-56.59201673822304,311,Entire home/apt,House,18,387,75,host_662,1
12872,Tokyo,Historic District,41.15041692616518,13.594165253733223,757,Private room,Townhouse,11,85,88,host_1288,0
12873,Berlin,Downtown,37.70265535945569,19.34519478848364,208,Private room,Loft,21,727,88,host_674,1
12874,London,Suburb,38.415636697513065,123.51871604886074,445,Entire home/apt,Apartment,26,310,60,host_1456,1
12875,Toronto,Financial District,38.27813466989817,-78.76561966365337,369,Entire home/apt,Condominium,4,634,60,host_1290,0
12876,San Francisco,Chinatown,41.54075718088057,-40.19853370929262,760,Entire home/apt,Condominium,9,725,99,host_517,1
12877,San Francisco,Suburb,41.02831452997193,-57.97983182760623,481,Entire home/apt,Townhouse,27,227,87,host_1420,1
12878,London,Historic District,43.9752171800819,91.21429629046102,578,Entire home/apt,House,20,151,64,host_976,0
12879,Sydney,Historic District,35.67779241752744,-64.62532035867096,379,Entire home/apt,Loft,7,311,66,host_1543,1
12880,Toronto,Downtown,44.462506046276715,123.1543577276627,235,Private room,Condominium,15,172,69,host_891,0
12881,San Francisco,Chinatown,34.393229589216624,131.90056225523432,231,Entire home/apt,House,20,27,75,host_835,1
12882,Berlin,Old Town,38.63275231012578,-93.20562307965074,651,Entire home/apt,House,27,238,87,host_641,0
12883,New York,Downtown,43.03848425163022,-64.35960376053393,933,Shared room,Loft,13,516,58,host_1615,1
12884,Sydney,Historic District,46.36485346092383,-18.31028328658968,423,Entire home/apt,House,8,251,51,host_1211,0
12885,Toronto,Old Town,47.88278122506275,114.45146230672785,207,Entire home/apt,Condominium,1,816,52,host_1983,1
12886,Berlin,Historic District,34.64010369279485,-90.47240830323463,510,Shared room,House,16,760,55,host_781,0
12887,Toronto,Suburb,43.67476398340589,-29.25945420707187,446,Entire home/apt,Loft,22,529,51,host_1424,0
12888,Tokyo,Chinatown,40.37985866540724,68.85589906483105,629,Entire home/apt,Townhouse,19,797,79,host_1901,1
12889,Berlin,Suburb,46.50836056518871,74.85543986009526,931,Entire home/apt,Townhouse,24,24,96,host_407,0
12890,Sydney,Chinatown,39.10803571800942,-25.987669758596738,805,Entire home/apt,Apartment,3,18,60,host_1214,1
12891,Tokyo,Uptown,47.387025333294105,140.87337592369414,70,Private room,Loft,11,622,58,host_952,0
12892,Sydney,Suburb,44.840264341059864,-27.07144655862713,946,Shared room,Bed & Breakfast,21,331,59,host_1763,0
12893,San Francisco,Suburb,48.21410290691681,44.71609830603478,260,Entire home/apt,House,24,67,60,host_601,1
12894,New York,Suburb,51.71909124528392,45.226867997306954,782,Entire home/apt,Condominium,22,863,56,host_1671,1
12895,Sydney,Beachside,50.354547588955,96.11900803415139,567,Entire home/apt,Condominium,13,197,53,host_80,0
12896,Sydney,Downtown,44.67922350723191,-25.867428277018305,408,Entire home/apt,Apartment,11,682,70,host_242,0
12897,San Francisco,Beachside,50.087719193343545,-11.165662755602668,613,Private room,House,5,746,52,host_1541,1
12898,Paris,Chinatown,36.755616631386474,-8.993867662465362,493,Entire home/apt,Loft,23,177,70,host_632,0
12899,San Francisco,Chinatown,34.77463282459507,-107.85567616551157,538,Private room,Loft,3,650,74,host_1221,0
12900,Tokyo,Chinatown,43.59639849826506,77.47795914391048,677,Hotel room,Bed & Breakfast,18,858,62,host_1182,1
12901,San Francisco,Downtown,51.53865597049949,87.37774408806902,223,Entire home/apt,Apartment,29,948,60,host_518,0
12902,San Francisco,Chinatown,46.77525605395433,101.67108272487013,735,Private room,House,5,146,84,host_670,1
12903,New York,Beachside,39.492563264505364,72.45429620176853,425,Shared room,Apartment,14,196,74,host_1947,1
12904,San Francisco,Financial District,46.03788435052798,38.94648164079541,451,Entire home/apt,Bed & Breakfast,11,268,81,host_1178,1
12905,Toronto,Beachside,34.71833883588463,31.1682638566287,142,Entire home/apt,Bed & Breakfast,11,263,62,host_1517,1
12906,Sydney,Financial District,42.47115317188873,53.01794283875523,274,Entire home/apt,Condominium,10,850,88,host_1924,1
12907,Toronto,Suburb,38.27060230143992,-121.78266888316085,117,Entire home/apt,Condominium,5,413,51,host_1161,1
12908,New York,Old Town,34.88556672812016,-0.8286770119145928,293,Entire home/apt,House,20,8,53,host_1955,0
12909,London,Financial District,38.498386852711334,-113.0789376013383,566,Private room,Condominium,16,290,68,host_886,0
12910,Paris,Uptown,47.004287763899825,10.302931276593569,453,Entire home/apt,Townhouse,6,132,52,host_595,0
12911,Toronto,Historic District,43.921398080801694,-83.09809500752127,263,Entire home/apt,Loft,3,826,53,host_982,1
12912,New York,Chinatown,34.42182816917419,-121.43375145625393,984,Hotel room,Bed & Breakfast,11,151,52,host_638,1
12913,Tokyo,Downtown,41.37527955677193,76.87805867540291,965,Entire home/apt,Condominium,24,917,88,host_967,0
12914,London,Financial District,47.53907988160465,69.74873061520097,289,Entire home/apt,Apartment,26,409,79,host_1234,0
12915,New York,Downtown,51.182884484140324,-17.65885849228745,526,Private room,Loft,7,61,88,host_1727,1
12916,New York,Chinatown,49.73843627546262,-105.99525227154086,257,Entire home/apt,Condominium,8,469,68,host_1173,0
12917,Paris,Old Town,34.0273555221395,144.10445851205668,499,Entire home/apt,Apartment,21,47,63,host_1865,0
12918,Sydney,Beachside,37.93663594648277,-82.52290500207447,719,Entire home/apt,Townhouse,20,679,77,host_141,0
12919,Toronto,Chinatown,37.73926391635394,10.288068850397565,722,Entire home/apt,House,17,900,61,host_1892,1
12920,Tokyo,Downtown,41.435703340499366,-49.17922763717269,764,Hotel room,Condominium,4,939,50,host_288,1
12921,Berlin,Uptown,45.62358216176214,-87.60225061339142,71,Entire home/apt,House,6,21,58,host_671,1
12922,Toronto,Old Town,36.75524309586273,17.015863959617604,587,Entire home/apt,Bed & Breakfast,4,359,97,host_557,1
12923,Berlin,Historic District,50.48221649209821,-70.127283881295,395,Private room,Apartment,25,531,89,host_1448,0
12924,New York,Chinatown,47.98810446678589,-24.78424727417824,59,Entire home/apt,Bed & Breakfast,23,353,62,host_1175,0
12925,San Francisco,Financial District,41.54797487189758,42.78800111405201,410,Entire home/apt,Loft,10,875,81,host_1274,0
12926,Tokyo,Uptown,44.511882572935455,-17.6198596035874,339,Entire home/apt,House,28,498,88,host_385,1
12927,London,Historic District,43.752436095083915,18.84861350586729,495,Entire home/apt,Apartment,28,796,58,host_363,1
12928,San Francisco,Chinatown,44.48014100218739,-60.197549474770135,784,Entire home/apt,Bed & Breakfast,24,962,85,host_1527,0
12929,San Francisco,Old Town,49.48207456749223,67.40111643117697,764,Entire home/apt,Apartment,7,915,56,host_405,0
12930,Toronto,Downtown,37.60215351011212,50.5005142895854,510,Entire home/apt,Loft,11,413,76,host_229,1
12931,Tokyo,Beachside,46.30685143616535,66.56500096747311,454,Entire home/apt,House,4,788,92,host_910,0
12932,Sydney,Financial District,35.92659040247475,-30.566536190491448,210,Hotel room,Townhouse,21,62,51,host_1386,0
12933,New York,Beachside,42.26495154620279,134.63198627156277,882,Entire home/apt,Apartment,3,886,76,host_1079,0
12934,New York,Old Town,45.445099641073085,47.60974279536771,845,Private room,Bed & Breakfast,16,872,60,host_1077,0
12935,New York,Historic District,34.22502990064212,-89.01353121366989,818,Shared room,Bed & Breakfast,14,674,92,host_1911,0
12936,New York,Historic District,35.94519275213217,144.1442055869485,233,Entire home/apt,Apartment,16,320,68,host_1797,1
12937,Toronto,Suburb,35.6428018496459,32.447401604249734,988,Private room,Apartment,6,774,66,host_389,1
12938,Berlin,Beachside,40.74446693682061,68.06395299155508,660,Private room,Condominium,16,561,99,host_1469,0
12939,New York,Chinatown,45.196161223812055,-21.636190382816082,160,Private room,Apartment,9,677,91,host_986,0
12940,Berlin,Uptown,51.92737054838145,-2.373346361863895,679,Entire home/apt,House,15,972,68,host_1109,0
12941,Berlin,Uptown,38.5734199361509,77.43157076655578,805,Private room,Loft,15,164,92,host_1748,0
12942,Sydney,Financial District,36.44727156684861,113.96934938470196,878,Entire home/apt,Townhouse,28,706,66,host_1941,0
12943,New York,Beachside,41.46572767097714,140.12933583225066,140,Entire home/apt,Loft,10,901,52,host_30,1
12944,Paris,Old Town,36.62755778803221,148.24642092780607,264,Shared room,Condominium,3,577,91,host_462,0
12945,London,Financial District,34.44180176677172,39.69340749326662,699,Private room,Townhouse,19,96,82,host_1260,1
12946,San Francisco,Old Town,44.15126306178969,-99.95117957018155,146,Entire home/apt,Condominium,3,955,58,host_1217,1
12947,Berlin,Old Town,49.83230523806634,35.06928307416425,260,Private room,Condominium,10,155,62,host_1356,1
12948,Tokyo,Uptown,49.495301892172435,-67.78440186249591,477,Entire home/apt,House,1,662,87,host_550,0
12949,Tokyo,Downtown,35.81419431073435,54.293147005446315,923,Private room,Townhouse,23,817,60,host_872,1
12950,London,Uptown,36.654584475361965,-31.690274767071557,160,Private room,Townhouse,17,68,76,host_1625,0
12951,Tokyo,Downtown,42.840177876850724,19.588435559711826,856,Entire home/apt,Bed & Breakfast,17,105,78,host_349,1
12952,Paris,Financial District,40.61889736249194,57.75765967160572,555,Entire home/apt,House,3,741,94,host_1207,1
12953,Tokyo,Financial District,46.655341769827416,125.78651675515917,685,Private room,Loft,13,938,55,host_1224,0
12954,San Francisco,Financial District,42.90893800381453,94.00087345130112,674,Entire home/apt,Condominium,15,738,63,host_1443,1
12955,San Francisco,Old Town,34.36212721637171,-118.18780027358306,600,Entire home/apt,Apartment,11,981,95,host_1447,0
12956,Berlin,Historic District,39.122155209029785,-81.92381525219955,745,Entire home/apt,Apartment,25,102,52,host_1883,0
12957,New York,Suburb,50.226853672452314,114.90543890742103,131,Entire home/apt,Townhouse,9,249,75,host_527,0
12958,Sydney,Uptown,43.20715888373777,80.38651501373013,684,Entire home/apt,Townhouse,19,724,71,host_612,0
12959,Paris,Historic District,48.36307753065686,-83.33128645272143,255,Entire home/apt,Apartment,7,206,86,host_106,1
12960,Berlin,Old Town,41.24132978698469,37.95272864282782,297,Shared room,Townhouse,20,192,67,host_1032,1
12961,Paris,Uptown,46.185345661232304,37.587491524715375,385,Entire home/apt,Apartment,11,871,60,host_593,1
12962,New York,Old Town,37.04205791026527,89.10355364137772,364,Entire home/apt,Bed & Breakfast,19,982,88,host_1841,0
12963,Toronto,Uptown,47.2575988099903,99.68923145277626,278,Entire home/apt,Condominium,29,545,96,host_1500,0
12964,Tokyo,Chinatown,48.15845883550268,61.34612992967433,707,Entire home/apt,Loft,17,416,65,host_45,0
12965,Tokyo,Uptown,35.62252466408702,72.13615072732216,645,Entire home/apt,Bed & Breakfast,24,609,72,host_294,1
12966,Sydney,Chinatown,37.29959337495929,59.33994690279735,84,Entire home/apt,Condominium,6,86,90,host_1770,0
12967,New York,Historic District,42.33200692461105,-82.47812930681941,544,Entire home/apt,Condominium,1,272,53,host_1102,0
12968,Berlin,Downtown,45.47386125533737,64.25516810883161,985,Entire home/apt,Townhouse,14,773,59,host_397,0
12969,Sydney,Uptown,45.47484402234718,5.559178546948402,264,Private room,Bed & Breakfast,12,218,81,host_396,0
12970,New York,Downtown,46.02765365036277,144.8945820830774,123,Entire home/apt,Apartment,4,845,84,host_394,1
12971,London,Suburb,46.85947444599459,70.93095447888788,145,Entire home/apt,Apartment,29,843,62,host_362,1
12972,San Francisco,Beachside,43.10379947897573,-21.113629822436863,898,Entire home/apt,House,11,172,99,host_1631,0
12973,Sydney,Beachside,44.347398806524595,126.26423749657019,730,Entire home/apt,Bed & Breakfast,9,452,50,host_1202,1
12974,Sydney,Chinatown,34.15131040854936,-60.645605730167375,106,Private room,House,20,445,95,host_677,0
12975,Berlin,Historic District,36.99881269616025,4.541798281299975,328,Entire home/apt,Apartment,26,832,90,host_1339,1
12976,Paris,Historic District,42.97415275770852,-106.50251249864954,993,Entire home/apt,Apartment,1,853,74,host_1622,0
12977,London,Uptown,47.42067504526641,48.895854815786606,397,Private room,House,26,71,68,host_1497,1
12978,Berlin,Beachside,48.560648200421184,29.599931948310598,179,Entire home/apt,Townhouse,28,500,77,host_1553,1
12979,New York,Downtown,47.12098645744993,14.727351533431658,968,Entire home/apt,Townhouse,5,869,92,host_804,0
12980,New York,Beachside,42.75524901913377,-67.16847411871333,95,Entire home/apt,Townhouse,11,342,55,host_445,0
12981,New York,Beachside,39.062995861243614,11.960688781325473,342,Hotel room,House,12,735,82,host_1655,1
12982,Toronto,Old Town,42.00489088434719,2.2729991274574104,925,Shared room,House,6,669,89,host_573,0
12983,New York,Beachside,34.16730816562099,-117.99315392570958,358,Entire home/apt,House,26,745,73,host_854,1
12984,Paris,Downtown,44.763270210012855,-79.34683784808402,270,Entire home/apt,Loft,20,125,64,host_868,0
12985,London,Beachside,35.342204273979306,124.02034504381209,727,Entire home/apt,Loft,10,885,88,host_729,1
12986,Tokyo,Uptown,36.61702170772682,92.96033563526524,449,Private room,Loft,13,293,70,host_537,1
12987,San Francisco,Beachside,45.26757916814073,-91.0290976709726,976,Entire home/apt,Condominium,11,723,95,host_1273,1
12988,Paris,Suburb,34.24027610222349,143.49833621832272,514,Private room,House,8,337,96,host_172,0
12989,Paris,Beachside,44.323995999299754,3.959994783179255,957,Entire home/apt,Loft,21,214,86,host_1004,0
12990,Toronto,Chinatown,45.49084157176504,82.2519305931188,835,Shared room,House,13,972,89,host_633,0
12991,Tokyo,Historic District,48.18895024330382,24.992354012288644,436,Entire home/apt,Loft,29,698,98,host_1852,0
12992,Tokyo,Old Town,35.224549503343404,86.18890823322116,559,Entire home/apt,Apartment,17,389,92,host_56,0
12993,San Francisco,Financial District,34.052769941137335,58.169438855425,515,Entire home/apt,House,13,964,56,host_1936,1
12994,San Francisco,Downtown,47.80344209073743,-106.09421879302229,160,Entire home/apt,Apartment,18,467,70,host_1139,1
12995,Tokyo,Historic District,39.22096982558486,127.22670369132348,644,Hotel room,Apartment,8,962,88,host_689,0
12996,New York,Historic District,49.96969398742445,87.31947886913326,953,Entire home/apt,Loft,16,47,52,host_21,0
12997,Paris,Beachside,37.329434694245755,-63.059932860205784,879,Entire home/apt,House,15,857,87,host_540,0
12998,Berlin,Beachside,44.53910359627739,-61.75059820493134,186,Entire home/apt,Bed & Breakfast,10,701,56,host_1216,1
12999,San Francisco,Uptown,35.96937395837466,64.83209890281236,808,Entire home/apt,Condominium,21,487,81,host_1557,0
13000,Toronto,Financial District,41.24842267127935,68.7560201675316,700,Private room,Bed & Breakfast,14,468,75,host_1775,0
13001,Toronto,Uptown,49.87715910944075,-100.05712223820287,975,Entire home/apt,Condominium,10,128,80,host_223,0
13002,San Francisco,Chinatown,44.9502551513879,124.88496827015433,199,Private room,House,17,692,88,host_548,0
13003,Tokyo,Financial District,46.413106643796766,81.40706659161964,659,Private room,Loft,6,607,88,host_66,1
13004,London,Historic District,38.0674659472747,146.61004434046362,432,Entire home/apt,Condominium,10,949,65,host_783,1
13005,Berlin,Old Town,50.609516566624556,-5.000777060129721,336,Private room,Condominium,9,84,54,host_1946,0
13006,Berlin,Downtown,45.222683926260814,-100.28954836051514,746,Entire home/apt,House,8,301,92,host_1553,0
13007,San Francisco,Downtown,35.905938715956815,125.06031467527089,328,Entire home/apt,House,2,852,54,host_1283,0
13008,New York,Historic District,34.27994046105858,99.53912160348963,380,Private room,Loft,9,372,70,host_1945,0
13009,London,Downtown,34.28660529724954,-123.93881299457266,795,Hotel room,Bed & Breakfast,19,428,73,host_1723,0
13010,Berlin,Chinatown,34.921812259885364,21.757204620553978,638,Private room,Townhouse,11,883,100,host_1517,1
13011,San Francisco,Chinatown,50.40908552088905,-121.94429168699978,653,Entire home/apt,Bed & Breakfast,2,671,91,host_1324,0
13012,Toronto,Beachside,40.45081713405633,-27.336974684565718,311,Entire home/apt,House,19,867,76,host_218,0
13013,Berlin,Old Town,39.36818549581588,115.09776089677777,541,Private room,House,6,585,82,host_885,0
13014,Sydney,Downtown,41.49782302021302,61.29814080223042,928,Private room,Condominium,24,580,52,host_1336,1
13015,London,Downtown,41.37228844355237,109.91963814092287,696,Entire home/apt,Apartment,23,493,97,host_1115,1
13016,London,Beachside,38.29287896241238,29.2250989295666,853,Entire home/apt,Loft,26,786,70,host_334,0
13017,Sydney,Old Town,35.65290417252911,88.89442566522305,63,Private room,Condominium,4,511,71,host_658,0
13018,Paris,Financial District,35.955278667257225,9.701034819411433,487,Entire home/apt,Bed & Breakfast,1,146,89,host_823,1
13019,Toronto,Old Town,44.78539656808893,14.266745627229966,119,Private room,Bed & Breakfast,8,604,68,host_1831,0
13020,Sydney,Old Town,41.143030929515774,40.44748981716623,87,Private room,Bed & Breakfast,7,290,64,host_1647,1
13021,Tokyo,Historic District,50.24419698249193,-85.33473547495247,770,Entire home/apt,Loft,27,22,94,host_450,0
13022,Tokyo,Uptown,42.347260788778144,52.94649192928628,829,Entire home/apt,Townhouse,15,971,66,host_587,0
13023,San Francisco,Old Town,43.06284836276827,111.3141394015255,803,Entire home/apt,Apartment,2,221,85,host_75,0
13024,London,Suburb,50.7084096633326,-80.13248962786159,951,Entire home/apt,Loft,23,5,69,host_895,1
13025,Paris,Chinatown,43.02953331082352,-20.367904836468995,919,Entire home/apt,Condominium,23,238,71,host_241,0
13026,Paris,Old Town,43.035675595977594,129.0831966928791,710,Entire home/apt,Bed & Breakfast,28,895,64,host_446,1
13027,Berlin,Uptown,40.53693364527942,-38.365205058173885,274,Entire home/apt,Loft,17,797,59,host_733,0
13028,Berlin,Historic District,46.787413486901436,116.68009370183114,558,Shared room,House,5,151,50,host_837,0
13029,Sydney,Historic District,41.06009802672987,52.335195564624655,116,Entire home/apt,Bed & Breakfast,23,463,87,host_1576,0
13030,Paris,Financial District,44.58979906719803,107.94528219553229,581,Hotel room,Loft,9,494,58,host_538,1
13031,Sydney,Suburb,42.05311618710541,-84.74527645048042,405,Private room,Apartment,24,249,72,host_514,1
13032,Toronto,Uptown,43.517407497385946,92.43096484162069,970,Private room,Bed & Breakfast,21,703,63,host_1386,0
13033,Sydney,Uptown,48.88649138491071,-115.83370471628871,573,Entire home/apt,Loft,19,8,79,host_1565,0
13034,Berlin,Beachside,41.44719438416858,-15.491920077444462,829,Private room,Apartment,26,898,69,host_374,0
13035,London,Uptown,38.141400508353854,-47.05270162749983,520,Entire home/apt,House,18,272,70,host_1491,0
13036,Sydney,Uptown,44.26576765806404,52.31710178189195,259,Shared room,Apartment,29,105,69,host_1986,1
13037,New York,Downtown,50.87515873374935,86.27839849123134,186,Entire home/apt,Apartment,23,961,78,host_612,0
13038,London,Chinatown,46.47781637492233,-29.10148703216356,858,Entire home/apt,Bed & Breakfast,5,328,66,host_1220,0
13039,Paris,Beachside,39.55053838990201,106.20035762631443,545,Private room,Apartment,20,594,77,host_1091,0
13040,Paris,Beachside,51.33388897288054,27.720359971069115,744,Hotel room,Loft,29,53,74,host_1737,1
13041,Sydney,Downtown,40.16890422099547,83.06796174617048,80,Shared room,Bed & Breakfast,4,209,89,host_1292,0
13042,London,Suburb,51.698572428741045,75.41235014419897,565,Entire home/apt,House,9,561,91,host_577,0
13043,Berlin,Downtown,37.45581511581634,-85.93715976170292,921,Entire home/apt,Bed & Breakfast,13,476,53,host_1753,0
13044,Berlin,Beachside,51.99369161812959,77.150796612795,950,Entire home/apt,Condominium,10,512,69,host_1532,1
13045,Tokyo,Suburb,35.3663016983548,103.23340617873976,678,Entire home/apt,Loft,21,266,74,host_441,0
13046,Paris,Beachside,46.83831787106173,-114.36937186882533,124,Private room,Apartment,20,549,77,host_550,0
13047,San Francisco,Old Town,47.32794854882462,-79.34402177105882,346,Entire home/apt,Loft,15,201,60,host_111,1
13048,Tokyo,Suburb,46.23234436536628,19.112670158915705,59,Private room,House,7,114,78,host_867,1
13049,Berlin,Beachside,47.99692181763287,-107.81999732947257,661,Entire home/apt,Loft,17,464,84,host_682,1
13050,London,Downtown,42.492992949656355,-23.32407694277454,430,Private room,Bed & Breakfast,4,343,79,host_1691,0
13051,Toronto,Beachside,34.97405103836633,106.83139516929472,601,Entire home/apt,Townhouse,3,105,81,host_294,1
13052,Berlin,Downtown,40.43955926922079,-96.21343581056652,935,Entire home/apt,House,11,195,76,host_1816,0
13053,London,Suburb,45.561660949602675,-85.51612848676149,432,Shared room,Apartment,29,506,83,host_1963,1
13054,Tokyo,Downtown,45.63244685141589,-91.20891495099784,451,Entire home/apt,Loft,24,415,84,host_1796,0
13055,Paris,Suburb,37.51348898163976,25.841476837015364,254,Private room,Loft,4,49,60,host_1393,0
13056,Berlin,Uptown,38.55409371357784,-40.37313579365089,569,Private room,Loft,21,490,74,host_1412,0
13057,Sydney,Chinatown,42.760566481884055,100.49251592409638,293,Shared room,Apartment,18,37,74,host_1590,1
13058,London,Financial District,47.11498940881995,36.10048779409368,737,Entire home/apt,Townhouse,19,636,77,host_968,0
13059,Paris,Suburb,49.35036585404421,60.252020713341636,785,Entire home/apt,Condominium,27,267,73,host_876,0
13060,Toronto,Financial District,35.55672726473661,-39.421592804685076,890,Shared room,Condominium,20,113,96,host_1071,0
13061,Toronto,Historic District,50.66115848209982,11.242077914172029,468,Entire home/apt,Apartment,21,29,74,host_1204,1
13062,San Francisco,Financial District,50.69916992582755,-22.06594769831335,752,Entire home/apt,Townhouse,3,826,99,host_302,1
13063,London,Uptown,34.14280735776351,12.747891713131224,900,Private room,House,29,994,83,host_1392,1
13064,Tokyo,Uptown,43.11537236215544,65.27352024933589,531,Private room,Loft,1,520,54,host_1973,0
13065,San Francisco,Uptown,44.568596752743915,-0.021162403148423437,134,Entire home/apt,Condominium,29,413,62,host_1560,0
13066,San Francisco,Financial District,43.966841724221936,-105.66425728119617,753,Entire home/apt,House,24,601,97,host_1027,0
13067,New York,Uptown,45.083889835507485,-22.01269201199817,987,Entire home/apt,Loft,27,545,87,host_104,0
13068,Berlin,Suburb,43.06032307353291,120.34286222210017,838,Private room,Condominium,9,729,92,host_1833,0
13069,London,Financial District,39.288524447800164,102.37965442853923,957,Entire home/apt,House,18,634,74,host_232,0
13070,San Francisco,Financial District,35.72267895089287,105.05223861563533,853,Entire home/apt,Apartment,16,779,68,host_1344,1
13071,New York,Historic District,37.75082939059577,-74.1977337250892,384,Private room,Loft,17,772,94,host_801,1
13072,Tokyo,Downtown,47.3245920481836,-102.17302530059764,713,Entire home/apt,Loft,21,859,74,host_856,1
13073,Paris,Uptown,38.33914333537557,99.6501731925216,990,Entire home/apt,Condominium,12,294,83,host_771,1
13074,Sydney,Old Town,48.934786041299134,59.13609760223309,806,Entire home/apt,Bed & Breakfast,1,448,70,host_1153,1
13075,Sydney,Uptown,41.26279060608146,15.773870056114134,317,Entire home/apt,Loft,29,736,50,host_1799,1
13076,London,Historic District,41.460565388166245,64.96983727366708,621,Entire home/apt,Bed & Breakfast,25,114,63,host_504,0
13077,San Francisco,Downtown,49.63297734127477,131.99502804533904,177,Entire home/apt,Loft,23,498,86,host_1937,0
13078,Sydney,Downtown,37.85719890897511,-88.49542409663553,366,Entire home/apt,Loft,26,683,63,host_1916,0
13079,Berlin,Chinatown,37.41314626059697,-77.38648667839864,728,Entire home/apt,Bed & Breakfast,7,904,88,host_1055,0
13080,Sydney,Chinatown,51.73731529950097,38.213299449681955,736,Hotel room,Apartment,14,485,73,host_1044,0
13081,Sydney,Financial District,43.730879924645244,70.37077116989659,655,Shared room,Condominium,29,940,60,host_1825,0
